url,title,body_text,word_count
https://www.cm-alliance.com/cybersecurity-blog,FETCH FAILED (Status: None),,0
https://www.varonis.com/blog/cybersecurity-tips,FETCH FAILED (Status: None),,0
https://www.cisecurity.org/insights/blog/11-cyber-defense-tips-to-stay-secure-at-work-and-home,FETCH FAILED (Status: None),,0
https://www.cisa.gov/topics/cybersecurity-best-practices,FETCH FAILED (Status: None),,0
https://www.qnbtrust.bank/Resources/Learning-Center/Blog/7-cyber-security-tips,FETCH FAILED (Status: None),,0
https://nordlayer.com/learn/network-security/basics/,FETCH FAILED (Status: None),,0
https://www.fortinet.com/resources/cyberglossary/what-is-network-security,FETCH FAILED (Status: None),,0
https://www.cisco.com/site/us/en/learn/topics/security/what-is-network-security.html,FETCH FAILED (Status: None),,0
https://www.trendmicro.com/en_us/what-is/network-security/network-security-basics.html,FETCH FAILED (Status: None),,0
https://digitdefence.com/blog/fundamentals-of-network-security-in-computer-networks,FETCH FAILED (Status: None),,0
https://guardiandigital.com/resources/blog/guide-on-phishing,FETCH FAILED (Status: None),,0
https://cofense.com/blog,FETCH FAILED (Status: None),,0
https://www.connectwise.com/blog/phishing-prevention-tips,FETCH FAILED (Status: None),,0
https://www.phriendlyphishing.com/blog,FETCH FAILED (Status: None),,0
https://inspiredelearning.com/blog/phishing-protection-checklist/,FETCH FAILED (Status: None),,0
https://en.wikipedia.org/wiki/SD-WAN,FETCH FAILED (Status: None),,0
https://www.cisco.com/site/us/en/learn/topics/networking/what-is-sd-wan.html,FETCH FAILED (Status: None),,0
https://www.fortinet.com/resources/cyberglossary/sd-wan-explained,FETCH FAILED (Status: None),,0
https://www.hpe.com/us/en/what-is/sd-wan.html,FETCH FAILED (Status: None),,0
https://remotedesktop.google.com/,Chrome Remote Desktop,"Chrome Remote Desktop Chrome Remote Desktop Chrome Remote Desktop Access my computer Share my screen The easy way to remotely connect with your home or work computer, or share your screen with others. Securely access your computer whenever you're away, using your phone, tablet, or another computer. Share your screen to collaborate in real-time, or connect with another computer to give or receive remote support. Access my computer Share my screen It's fast and simple Whether you need to access your work computer from home, view a file from your home computer while traveling, or share your screen with friends or colleagues, Chrome Remote Desktop connects you to your devices using the latest web technologies. Convenient Remotely access your computer to view files or run programs anytime, from anywhere. Secure Built on Google's secure infrastructure using the latest open web technologies like WebRTC, you can connect to your devices or share your screen with confidence. Simple Connect however you want, using a computer or your Android or iOS device. Whichever way you choose, you can rely on easy access to all of your computers and files when you need them. Access my computer Share my screen Google apps Main menu",200
