url,word_count,sentence_count,flesch_reading_ease,top_keywords,embedding
https://www.cm-alliance.com/cybersecurity-blog,0,0,206.84,,"[-0.03802110043286197, -0.0030746336442180754, -0.00047830535542874573, -0.002917181350816024, -0.006464275341025721, -0.00015970443038581354, 0.005669360864285815, 3.22090260869198e-17, 9.368731885055413e-18, -2.4724778176485778e-17, 9.062727844960146e-17, -3.824597384355672e-18, -9.925141937741453e-18, 3.087095377708668e-17, 5.768590254334275e-17, 9.398102724922815e-22, 4.5041284741458044e-30, -4.0990454624424864e-30, -1.380171233145098e-31, 9.101837425775386e-32, 1.130699318890675e-31, -2.13327514121156e-32, 7.043115983687084e-32, 2.7381324297074646e-33, 2.4325513320685218e-33, 1.8661635176564266e-32, -3.4873681941614206e-32, 2.4492129926837737e-32, 3.965273865745799e-32, -2.577458725113863e-32, 6.890777773298592e-33, 9.453551973890702e-34, 4.090014591171828e-33, -3.562764807872025e-32, 7.655817865129394e-32, 1.5508574724574403e-31, 6.062867145133249e-32, -4.1451364430784714e-33, -5.916230288453963e-34, -1.7422158338053533e-34, -1.9248885970803454e-33, 4.080019117008746e-33, -7.846159640135029e-35, 2.8256588578931207e-33, -2.335856330273694e-33, 1.9181170461929736e-33, 2.2854735962685926e-34, -3.415739909335497e-33, 6.084650547932635e-34, -9.03360878077476e-34]"
https://www.varonis.com/blog/cybersecurity-tips,0,0,206.84,,"[-0.0380211004328622, -0.00307463364421795, -0.0004783053554288862, -0.0029171813508160516, -0.006464275341025875, -0.00015970443038562524, 0.005669360864285359, 3.220896301627364e-17, -2.7978267363562973e-18, 1.3513532638985685e-17, -3.1836803582483586e-17, -8.361907376574296e-17, 5.132996329588608e-17, 2.504906797601651e-17, 4.29861753909e-17, 6.652713796440667e-22, 4.4934093698156096e-30, -4.054467914444382e-30, -2.69891156845476e-31, 2.2882336285164514e-32, -1.7338086523721974e-32, 6.460233885050119e-32, -1.0646287263143665e-32, 7.583658384387204e-34, 2.7681976360658095e-33, 1.7257362034622225e-32, 1.856067270462872e-32, 3.484173937133558e-33, 5.226941764570964e-32, 6.784509950876014e-33, -5.011517701372412e-32, 4.175839539818653e-33, 2.775359865928862e-33, -3.3218421006300034e-32, 9.244741061168332e-33, 1.159711142420576e-31, 2.2348920165693927e-32, 2.6438525582214955e-33, 4.5114332074741447e-35, 1.8231289005482733e-34, -3.3212539011860353e-34, 5.114946697513568e-34, 1.3137654911693798e-33, -9.066148022131483e-34, 3.4258880748044545e-34, 1.561369062034973e-33, -4.763026527258445e-34, -1.821034622026501e-33, -1.0027510458223876e-34, 2.1115393494568567e-34]"
https://www.cisecurity.org/insights/blog/11-cyber-defense-tips-to-stay-secure-at-work-and-home,0,0,206.84,,"[-0.03802110043286204, -0.0030746336442184514, -0.0004783053554287317, -0.0029171813508158733, -0.0064642753410258085, -0.00015970443038555726, 0.005669360864285447, 3.220899558018633e-17, 3.484309024885724e-18, -1.3526231767564431e-17, 3.7585438934107495e-17, 1.8373683499033588e-17, 9.657079192729694e-17, -1.598811242549151e-17, -4.218189684525164e-17, -1.1157724459685695e-21, 1.725275997868007e-30, -7.106089404401487e-31, -3.2090665407128915e-31, -6.933272972661176e-32, 3.1396343064413344e-32, 1.464784180527172e-31, 1.3566196475956291e-31, 1.632220962790837e-33, -8.855651106247734e-34, -1.473630497690504e-32, 2.4000040826970714e-32, 3.51387581802024e-32, -1.9833197752896702e-33, -7.024816626466837e-32, -1.1712389665631056e-31, -5.7849696148214446e-33, -3.7567384159823594e-33, -7.803370363089766e-32, 4.403846775937694e-32, 2.2277935931445334e-33, 2.845429755029799e-32, 9.414275205308475e-33, 3.2552386575655993e-34, -7.18164202239388e-35, -2.7400170177529184e-33, 1.8036984913450148e-33, -2.071301086464068e-33, -9.763582237431207e-34, -9.302457591501054e-34, 8.789471330390399e-34, -1.799979924292558e-33, -2.21772500060848e-34, 2.3421280303464244e-34, -1.412943859293804e-34]"
https://www.cisa.gov/topics/cybersecurity-best-practices,0,0,206.84,,"[-0.0380211004328621, -0.003074633644217825, -0.00047830535542878785, -0.0029171813508160516, -0.006464275341025902, -0.0001597044303857385, 0.005669360864285359, 3.2208989637994535e-17, 2.3374134851452083e-18, -1.2186865958528515e-18, 2.8058308979065913e-17, -5.570121508048647e-17, -3.0412396821051316e-17, 4.428423983460843e-17, -8.076729754675038e-17, -1.6698173298662494e-21, -2.6764046395825443e-30, 2.967383353536187e-30, -1.3850688173283258e-31, -2.080237881470834e-31, 1.0331546700189568e-31, -3.0095506244980036e-32, 6.079483766755471e-32, -7.746369733683022e-34, -4.07838488200662e-33, 1.3437084148691442e-32, -3.7325936431136723e-32, 1.540739714391994e-32, 3.918078227029972e-32, 3.904257406400758e-32, 1.007198744529768e-31, 1.8877425057251965e-33, 7.068151417648054e-33, 3.5913148926965737e-32, 3.4920261626081e-32, -5.817138661291211e-32, 1.6097658572810903e-32, -5.672547484711825e-33, -1.184670737429066e-33, -4.1882803573227136e-34, -1.8796637110201378e-34, 1.5212213905880577e-34, 9.140948451751444e-34, 6.648193681880233e-34, -1.1081363478948332e-33, 2.3734508695406225e-34, 6.353021023094267e-34, -2.4180458396500962e-33, 1.2347740572033888e-34, -1.6802375366694543e-33]"
https://www.qnbtrust.bank/Resources/Learning-Center/Blog/7-cyber-security-tips,0,0,206.84,,"[-0.0380211004328621, -0.003074633644217966, -0.00047830535542871765, -0.0029171813508160104, -0.006464275341026036, -0.00015970443038554596, 0.005669360864285381, 3.220899928829659e-17, 4.199425025434639e-18, -2.6156182948547602e-18, -3.230861502678068e-17, 5.306546479389151e-17, 1.6313875575568816e-17, 9.568154664939842e-17, 9.16025768319268e-19, 3.009023607798931e-22, -3.242700486847311e-30, 1.4026929731804047e-30, 1.7976232385796802e-31, -7.83827128682376e-32, 1.6220972284324272e-31, -2.829897471787794e-32, -8.786226537210462e-33, -4.761889372518676e-34, 2.218196407338502e-34, -4.0146456185298335e-32, -6.612950242931555e-32, 2.003444149313882e-33, -5.711770596155499e-32, -5.968663361044465e-32, 2.3638839349826386e-32, 2.5790633683875394e-33, 9.297723289020257e-33, -9.922567018906336e-33, -2.9666293631544926e-32, 1.2452992650700871e-31, 5.088291967582401e-32, -5.779357207788819e-33, -1.0035936872215116e-33, -3.26634557562576e-34, 1.558404442215577e-33, 1.2041171054010249e-33, 2.1728051390152466e-33, -1.551449591294578e-34, -3.5417438680491577e-34, 5.651084879518423e-34, 1.4299199561456381e-33, -2.9912860912679653e-33, 9.750657388634733e-35, -1.062521878422329e-33]"
https://nordlayer.com/learn/network-security/basics/,0,0,206.84,,"[-0.0380211004328621, -0.0030746336442179717, -0.0004783053554286053, -0.0029171813508160516, -0.006464275341025795, -0.0001597044303855233, 0.005669360864285447, 3.22089554629687e-17, -4.255908278958999e-18, 1.111591066668359e-16, 2.7325121231008826e-17, 1.2983799238771754e-17, 2.037313453415562e-18, 2.981228155939388e-18, 1.862213654089384e-18, 1.6429416084213682e-23, 2.0975708781316633e-31, -1.9129251100799444e-31, -6.35565308698606e-33, -2.0557075386227328e-32, 2.5574353448314425e-33, -2.1131889332191803e-32, 1.4616094958667759e-33, 1.3728199744710561e-34, -2.79772706748364e-33, -1.213328826002971e-32, -1.9604905700918363e-32, -5.829956467833915e-32, -6.885073016035713e-32, -3.3496682032280043e-32, 1.7426835802891106e-32, -7.871675835832926e-34, -3.158949215006505e-33, 7.273660440806963e-32, -1.8493463367533813e-31, -4.1975460271741715e-32, 9.334019293158232e-32, 1.3259617736024274e-32, -7.304538975890184e-34, -4.02970480683979e-34, -1.1031745406460638e-33, 3.835059718902698e-34, -1.8804985822413417e-34, 2.936445653031579e-34, -9.573859715930667e-34, 8.411867197987267e-34, -7.808398703678883e-34, -1.2042004736671479e-33, 3.5137910819868554e-35, -7.158603989359776e-34]"
https://www.fortinet.com/resources/cyberglossary/what-is-network-security,0,0,206.84,,"[-0.03802110043286211, -0.0030746336442179696, -0.00047830535542871765, -0.002917181350816024, -0.0064642753410258215, -0.0001597044303856139, 0.005669360864285414, 3.220838236556346e-17, -1.14816323007896e-16, -7.99180166625275e-18, 6.016595939507057e-18, 3.3464550026349956e-18, -8.934843384160617e-19, 3.234696408985971e-18, 9.468317763930625e-19, 1.431320122094323e-23, -7.014043981162885e-32, 7.796299509787034e-33, 8.862699971026381e-33, -4.833879346239394e-33, 2.0442057932040307e-32, -1.7255630197636664e-32, -5.44242861231199e-34, 1.572776820125865e-33, 9.268249867346648e-34, -5.845905232992373e-32, -3.6157853639499367e-32, 2.3510559209130823e-32, -4.115895098527209e-32, -4.819817662267036e-32, -2.2664881230121907e-32, -1.4964534639964004e-34, -4.002461616142889e-33, 1.3410043230058283e-31, -1.68686614918836e-32, 1.412100731082641e-31, 5.369372166941105e-32, -5.2101558379510924e-33, 4.972403446877339e-34, -4.061088373718597e-34, -1.1407169201103907e-33, -5.251633808921719e-34, -2.113803856726058e-34, -5.611099132092473e-34, -1.0508413181150578e-33, 1.2577405679463214e-33, -2.9293732900799147e-34, -1.2496622431413882e-33, -4.989431191018898e-35, -6.9749079639059225e-34]"
https://www.cisco.com/site/us/en/learn/topics/security/what-is-network-security.html,0,0,206.84,,"[-0.0380211004328621, -0.0030746336442179687, -0.00047830535542871884, -0.002917181350816007, -0.006464275341025875, -0.00015970443038564543, 0.0056693608642854115, 3.220898544882934e-17, 1.5295253172242485e-18, -1.1133415668780628e-18, -1.8729506409545154e-18, 8.267579814422407e-19, -1.8662300312205355e-18, -2.7776776603113564e-18, 2.7916338410701612e-19, -1.1526994513035343e-16, 4.9012792482856915e-25, -5.176282441187807e-26, -4.299201191862538e-27, 4.2103411514318394e-27, 1.936760251567655e-27, 5.2484444328163494e-27, 4.159475613298182e-27, -4.630121856362426e-29, -2.658010839250755e-29, -4.948843249167457e-30, -1.6195439519197349e-32, 6.006053088580219e-33, 1.1986526888041246e-32, 4.5396850966972314e-33, -1.68699670513947e-32, 8.875514679388341e-33, -1.6304565232567832e-33, -4.8828298964836954e-32, 1.1961777620281106e-32, 2.2020334247686336e-32, 2.3798781543343447e-32, 2.5863102650531695e-32, -6.392365618508807e-33, -1.3003754887740777e-33, 2.2831852708092234e-33, -7.021355587775474e-35, 6.453976650342823e-33, -7.541693711837074e-33, -1.7330867474339336e-33, 4.996884360868896e-33, -8.693822799096081e-33, -7.075966451474602e-33, -1.7875347097144008e-33, -6.392973368742631e-33]"
https://www.trendmicro.com/en_us/what-is/network-security/network-security-basics.html,0,0,206.84,,"[-0.0380211004328621, -0.0030746336442179687, -0.00047830535542871884, -0.002917181350816007, -0.006464275341025875, -0.00015970443038564543, 0.0056693608642854115, 3.220898544882937e-17, 1.5295253048168254e-18, -1.1133663825071357e-18, -1.8726420347765045e-18, 8.26495844145122e-19, -1.865980168424372e-18, -2.7778173139459116e-18, 2.7686184654422447e-19, 1.7465276266541767e-18, 9.827161871075534e-17, -6.020192052139412e-17, -1.3971826349822794e-18, -1.7184928571142569e-19, 2.5906058721280136e-19, -4.42958244403683e-19, 5.342778767684242e-19, -8.95925058579514e-21, 7.401678372342976e-23, -8.635919214131923e-21, -2.0067552984189118e-23, 2.9808810672896005e-33, -1.2547272133285361e-31, -2.0683004746505144e-32, 4.559970127021129e-32, -1.9057812177665458e-35, 4.5988537328304736e-33, -5.507950524079333e-32, -7.143532262910194e-32, -1.2481283401255282e-31, -6.12358086810573e-32, 5.817292849605709e-33, -1.786774970226862e-33, -1.0332235798671176e-34, 1.4356966620196323e-33, 1.1002201566354302e-33, 6.8733453992862265e-34, 2.601054306848841e-34, -6.602561070367909e-34, 4.390342050542346e-34, -2.286589225234913e-34, -1.6611586450545007e-33, -1.3376007848383225e-34, 5.829820500563694e-34]"
https://digitdefence.com/blog/fundamentals-of-network-security-in-computer-networks,0,0,206.84,,"[-0.0380211004328621, -0.0030746336442179687, -0.00047830535542871884, -0.002917181350816007, -0.006464275341025875, -0.00015970443038564543, 0.0056693608642854115, 3.220898544882937e-17, 1.5295253048168102e-18, -1.1133663825074165e-18, -1.87264203477454e-18, 8.264958441427808e-19, -1.865980168422059e-18, -2.77781731394729e-18, 2.7686184656249587e-19, 1.7465269740381533e-18, -5.905617115579584e-17, -9.218787962100813e-17, -3.393210632465372e-17, 1.164892333756358e-18, 3.932501443140756e-18, 7.7134257624129e-18, 8.376593795641857e-18, -5.1201346318762125e-20, 2.9089457301553985e-21, -9.577899060177887e-21, -5.132569060261147e-23, 5.527062867919741e-31, 1.4794867785616434e-32, -8.24453180541962e-33, 5.58445066519308e-32, -1.404797543339327e-33, 7.516927833603143e-33, -2.0466879982461486e-32, 9.170863651392228e-32, -4.94967135311823e-32, -3.373346105236819e-32, -3.5290892206591186e-33, -3.614264727323714e-33, -4.706238051169829e-34, -8.35666431490893e-34, -9.468446182195139e-34, 2.8040225815806537e-34, -5.992274754975962e-34, -4.719864862518006e-35, 1.928556884483054e-33, -1.4153522420862222e-33, 1.2024692937460732e-33, 1.129179790314983e-34, -7.187775205762026e-34]"
